[00:09:28.600 --> 00:09:31.100]  今天的話大概我們是從兩個維度
[01:09:59.700 --> 01:10:00.700]  如果是什麼
[01:10:00.700 --> 01:10:01.700]  是真的壓力
[01:10:01.700 --> 01:10:02.700]  到了這個價格是不是爆量
[01:10:02.700 --> 01:10:04.700]  我什麼我解套了呀
[01:10:04.700 --> 01:10:05.700]  我趕緊跑啊
[01:10:05.700 --> 01:10:07.700]  是不是就是爆量出來了
[01:10:07.700 --> 01:10:09.700]  但是小量能到密集成交區
[01:10:09.700 --> 01:10:10.700]  是什麼
[01:10:10.700 --> 01:10:11.700]  我到了密集成交區
[01:10:11.700 --> 01:10:13.700]  居然沒有拋壓盤出來
[01:10:13.700 --> 01:10:15.700]  說明什麼
[01:10:15.700 --> 01:10:17.700]  大家明白我的意思沒有
[01:10:17.700 --> 01:10:18.700]  說明這是一個人吧
[01:10:18.700 --> 01:10:19.700]  一個不對嘛
[01:10:19.700 --> 01:10:21.700]  就是同一個
[01:10:21.700 --> 01:10:23.700]  同一個人的籌碼在這裡
[01:10:23.700 --> 01:10:25.700]  就反過來說明籌碼什麼
[01:10:25.700 --> 01:10:27.700]  很集中
[01:10:27.700 --> 01:10:29.700]  大家這個理解有意思吧
[01:10:29.700 --> 01:10:30.700]  這是我們所講的
[01:10:30.700 --> 01:10:31.700]  我們常規
[01:10:31.700 --> 01:10:34.700]  所以很多時候會打我們的
[01:10:34.700 --> 01:10:36.700]  我覺得很多人不學習
[01:10:36.700 --> 01:10:38.700]  真的是在這股市裡面就是韭菜
[01:10:38.700 --> 01:10:40.700]  常規都認為壓力是壓力
[01:10:40.700 --> 01:10:41.700]  到爆量是壓力
[01:10:41.700 --> 01:10:44.700]  那麼反過來大家剛才聽明白了
[01:10:44.700 --> 01:10:46.700]  到了壓力出現籌碼的拋壓分歧
[01:10:46.700 --> 01:10:48.700]  那個位置就是真壓力
[01:10:48.700 --> 01:10:50.700]  這個股票根本就沒有控盤
[01:10:50.700 --> 01:10:52.700]  沒有控盤何來上漲
[01:10:52.700 --> 01:10:54.700]  何來單邊
[01:10:54.700 --> 01:10:55.700]  這是不是我所說的
[01:10:55.700 --> 01:10:56.700]  就關於這一點
[01:10:56.700 --> 01:10:59.700]  量價左右的佐證
[01:10:59.700 --> 01:11:00.700]  明白我的意思沒有
[01:11:00.700 --> 01:11:03.700]  大家趕去理解它吧
[01:11:03.700 --> 01:11:05.700]  因為我現在覺得我的表達能力
[01:11:05.700 --> 01:11:07.700]  沒有以前會講的
[01:11:07.700 --> 01:11:09.700]  對
[01:11:09.700 --> 01:11:11.700]  我只能這樣
[01:11:11.700 --> 01:11:13.700]  只能盡我的力這麼表達了
[01:11:13.700 --> 01:11:14.700]  我說不清楚了
[01:11:14.700 --> 01:11:17.700]  你得自己去思考
[01:11:17.700 --> 01:11:19.700]  這是關於量價左右
[01:11:19.700 --> 01:11:20.700]  這很重要啊
[01:11:20.700 --> 01:11:22.700]  為什麼有的時候來到前高點之後
[01:11:22.700 --> 01:11:24.700]  一個停頓14星
[01:11:24.700 --> 01:11:25.700]  兩個板
[01:11:25.700 --> 01:11:27.700]  你覺得前高是壓力賣掉了
[01:11:27.700 --> 01:11:30.700]  兩個板跟你沒關係
[01:11:30.700 --> 01:11:31.700]  是不是這樣子
[01:11:31.700 --> 01:11:33.700]  這就是我說的量價左右的佐證
[01:11:33.700 --> 01:11:35.700]  你有沒有去看
[01:11:35.700 --> 01:11:37.700]  最近期來的這個量價關係
[01:11:37.700 --> 01:11:39.700]  跟過去
[01:11:39.700 --> 01:11:41.700]  它們之間是什麼一個
[01:11:41.700 --> 01:11:43.700]  一個什麼樣子的
[01:11:43.700 --> 01:11:46.700]  就是資金的一個博弈關係
[01:11:46.700 --> 01:11:47.700]  判斷
[01:11:47.700 --> 01:11:49.700]  判斷什麼後面是什麼
[01:11:49.700 --> 01:11:51.700]  主聲是不是發射主聲啊
[01:11:51.700 --> 01:11:54.700]  發射真假虛實
[01:11:54.700 --> 01:11:55.700]  對吧左右
[01:11:55.700 --> 01:11:58.700]  左右佐證判斷發射真假虛實
[01:11:58.700 --> 01:12:00.700]  它到底是真的要拉升
[01:12:00.700 --> 01:12:03.700]  還是假的還是沒有能力去做到的
[01:12:03.700 --> 01:12:06.700]  就是這八個字上下看左右看
[01:12:06.700 --> 01:12:08.700]  上下看的是什麼
[01:12:08.700 --> 01:12:11.700]  判斷地基的實力
[01:12:11.700 --> 01:12:13.700]  判斷地基的實力
[01:12:13.700 --> 01:12:14.700]  上下看的是這個
[01:12:14.700 --> 01:12:15.700]  大家明白我意思了
[01:12:15.700 --> 01:12:17.700]  包括左右看也還要看量嗎
[01:12:17.700 --> 01:12:20.700]  現在這個量跟過去的量比對
[01:12:20.700 --> 01:12:21.700]  比如說這個量
[01:12:21.700 --> 01:12:24.700]  跟過去一個循環的量比對
[01:12:24.700 --> 01:12:25.700]  是不是也要看的
[01:12:25.700 --> 01:12:26.700]  在左右看
[01:12:26.700 --> 01:12:27.700]  然後上下看
[01:12:27.700 --> 01:12:30.700]  這個我們明天是學習的重點
[01:12:30.700 --> 01:12:32.700]  這兩個是明天會學習的重點
[01:12:32.700 --> 01:12:33.700]  大家放心
[01:12:33.700 --> 01:12:34.700]  今天主要是說先
[01:12:34.700 --> 01:12:35.700]  用大家這個思維
[01:12:35.700 --> 01:12:38.700]  這個電線面
[01:12:38.700 --> 01:12:40.700]  這個電線面一定要什麼
[01:12:40.700 --> 01:12:42.700]  一定要把它融合起來
[01:12:42.700 --> 01:12:44.700]  好我們再回到剛才有講
[01:12:44.700 --> 01:12:46.700]  做波段的確定性
[01:12:46.700 --> 01:12:48.700]  相對較高的疊加是
[01:12:48.700 --> 01:12:51.700]  指數板塊共振拐點和進行中
[01:12:51.700 --> 01:12:54.700]  在板塊中尋找中期強勢波段個股
[01:12:54.700 --> 01:12:55.700]  這個應該有啊
[01:12:55.700 --> 01:12:56.700]  非共振時
[01:12:56.700 --> 01:12:58.700]  個股沒有的話就拍一下
[01:12:58.700 --> 01:12:59.700]  因為有兩套課件
[01:12:59.700 --> 01:13:01.700]  有個是上次打印的
[01:13:01.700 --> 01:13:02.700]  有個是這次打印的
[01:13:02.700 --> 01:13:03.700]  非共振時
[01:13:03.700 --> 01:13:06.700]  以個股短期資金量價博弈
[01:13:06.700 --> 01:13:08.700]  貼合當下短而快的熱點概念
[01:13:08.700 --> 01:13:10.700]  這偏於短線思維
[01:13:10.700 --> 01:13:11.700]  我這裡講到
[01:13:11.700 --> 01:13:14.700]  一定要什麼
[01:13:14.700 --> 01:13:17.700]  短期資金量價博弈貼合什麼
[01:13:17.700 --> 01:13:21.700]  當下短而快的熱點概念
[01:13:21.700 --> 01:13:23.700]  這是短線思維
[01:13:23.700 --> 01:13:27.700]  就是非共振時
[01:13:27.700 --> 01:13:28.700]  非共振時
[01:13:28.700 --> 01:13:30.700]  像如果板塊和指數
[01:13:30.700 --> 01:13:31.700]  只要達到共振
[01:13:31.700 --> 01:13:33.700]  我們圈子就會跟大家分享的
[01:13:33.700 --> 01:13:35.700]  沒有分享的方向
[01:13:35.700 --> 01:13:36.700]  你就知道現在是什麼
[01:13:36.700 --> 01:13:38.700]  非共振的一個盤面
[01:13:38.700 --> 01:13:40.700]  這完全是兩種交易模式
[01:13:40.700 --> 01:13:41.700]  還有提醒大家
[01:13:41.700 --> 01:13:43.700]  這完全是兩種交易模式
[01:13:43.700 --> 01:13:46.700]  就是做波段和做短線
[01:13:46.700 --> 01:13:48.700]  做波段趨勢的交易模式
[01:13:48.700 --> 01:13:49.700]  短線的交易模式
[01:13:49.700 --> 01:13:50.700]  如果都不符合
[01:13:50.700 --> 01:13:51.700]  那就是休息
[01:13:51.700 --> 01:13:52.700]  那就是休息
[01:13:52.700 --> 01:13:54.700]  像現在這個過程中
[01:13:54.700 --> 01:13:57.700]  有幾個很小的方向
[01:13:57.700 --> 01:13:58.700]  如果共振下跌的時候
[01:13:58.700 --> 01:14:00.700]  休息就是交易模式上上升
[01:14:00.700 --> 01:14:01.700]  像去年的
[01:14:01.700 --> 01:14:03.700]  去年大家感受到的
[01:14:03.700 --> 01:14:06.700]  去年我們說11月22號那一天
[01:14:06.700 --> 01:14:07.700]  我是不是就講到了
[01:14:07.700 --> 01:14:09.700]  我說這個位置是月線下跌
[01:14:09.700 --> 01:14:10.700]  週線下跌
[01:14:10.700 --> 01:14:12.700]  日線轉空
[01:14:12.700 --> 01:14:13.700]  那就進入到什麼
[01:14:13.700 --> 01:14:15.700]  共振下跌
[01:14:15.700 --> 01:14:16.700]  大家應該記得吧
[01:14:16.700 --> 01:14:17.700]  11月22號
[01:14:17.700 --> 01:14:20.700]  然後11月22號一路跌到年底
[01:14:20.700 --> 01:14:21.700]  跌成什麼樣呢
[01:14:21.700 --> 01:14:22.700]  這就是共振下跌
[01:14:22.700 --> 01:14:24.700]  那共振下跌能做的就只有什麼
[01:14:24.700 --> 01:14:25.700]  休息
[01:14:25.700 --> 01:14:26.700]  你沒有其他的
[01:14:26.700 --> 01:14:27.700]  現在你還不用休息
[01:14:27.700 --> 01:14:28.700]  現在反正是振到
[01:14:28.700 --> 01:14:30.700]  只是說你看各國的走勢來
[01:14:30.700 --> 01:14:32.700]  我倒覺得不是說完全說
[01:14:32.700 --> 01:14:33.700]  知道指數調整
[01:14:33.700 --> 01:14:36.700]  但並不代表說一定要休息
[01:14:36.700 --> 01:14:37.700]  量價博弈
[01:14:37.700 --> 01:14:38.700]  借試借裝
[01:14:38.700 --> 01:14:40.700]  只看自己做得懂的機會
[01:14:40.700 --> 01:14:42.700]  我們現在就開始先解決這一個問題
[01:14:42.700 --> 01:14:43.700]  先跟大家分享這一點
[01:14:43.700 --> 01:14:45.700]  實事
[01:14:45.700 --> 01:14:47.700]  先學會實事
[01:14:47.700 --> 01:14:48.700]  然後再說是等事
[01:14:48.700 --> 01:14:49.700]  那我們先來
[01:14:49.700 --> 01:14:50.700]  我們不休息
[01:14:50.700 --> 01:14:54.700]  我們就直接繼續
[01:14:54.700 --> 01:14:57.700]  趨勢多空和趨勢的級別
[01:14:57.700 --> 01:14:59.700]  趨勢多空
[01:14:59.700 --> 01:15:02.700]  還是得幫我想辦法插一下這個白板
[01:15:02.700 --> 01:15:25.700]  有了
[01:15:25.700 --> 01:15:29.700]  有兩片好了
[01:15:29.700 --> 01:15:33.700]  因為我盡量給大家最簡單的
[01:15:33.700 --> 01:15:36.700]  最好理解的方式來分享
[01:15:36.700 --> 01:15:48.700]  再來一次
[01:15:48.700 --> 01:15:50.700]  沒有黑的
[01:15:50.700 --> 01:15:52.700]  我們沒帶過來
[01:15:52.700 --> 01:15:56.700]  我們就用這個
[01:15:56.700 --> 01:16:15.700]  後面的水瓶是不是好吃
[01:16:15.700 --> 01:16:17.700]  子涵你要不要幫我去買兩支黑色的水瓶
[01:16:17.700 --> 01:16:19.700]  黃子涵
[01:16:19.700 --> 01:16:22.700]  幫我買兩支黑色的水瓶
[01:16:22.700 --> 01:16:24.700]  白板餅
[01:16:24.700 --> 01:16:25.700]  那有的話你去拿一下
[01:16:25.700 --> 01:16:28.700]  那白板正好插拿回來
[01:16:28.700 --> 01:16:29.700]  插不掉是吧
[01:16:29.700 --> 01:16:31.700]  我要買酒精的
[01:16:31.700 --> 01:16:33.700]  你那個是酒精的嗎
[01:16:33.700 --> 01:16:35.700]  我看看
[01:16:35.700 --> 01:16:38.700]  這個還是水的
[01:16:38.700 --> 01:16:39.700]  水的
[01:16:39.700 --> 01:16:41.700]  對 純水的
[01:16:41.700 --> 01:16:42.700]  純水的
[01:16:42.700 --> 01:16:43.700]  水的
[01:16:43.700 --> 01:16:44.700]  要買酒精
[01:16:44.700 --> 01:16:46.700]  對 它也是純水的
[01:16:48.700 --> 01:16:51.700]  不插了 我就在這上面吧
[01:16:51.700 --> 01:16:53.700]  在這上面來吧
[01:16:53.700 --> 01:16:55.700]  我們繼續
[01:16:55.700 --> 01:16:58.700]  我這裡主要是跟大家分享的
[01:16:58.700 --> 01:17:01.700]  我們第一次來學量價的朋友
[01:17:01.700 --> 01:17:03.700]  如果你覺得會聽不太懂
[01:17:03.700 --> 01:17:04.700]  你就給我舉手
[01:17:04.700 --> 01:17:06.700]  我盡量讓大家
[01:17:06.700 --> 01:17:08.700]  又好聽懂又好用的方法來分享
[01:17:08.700 --> 01:17:12.700]  所以我可能都不會完全按照刻線上
[01:17:12.700 --> 01:17:14.700]  刻線上就是
[01:17:14.700 --> 01:17:16.700]  沒有方法
[01:17:16.700 --> 01:17:17.700]  就是一個思路而已
[01:17:17.700 --> 01:17:19.700]  刻線上是一個思路
[01:17:19.700 --> 01:17:22.700]  第一個主要是講趨勢多空和級別
[01:17:22.700 --> 01:17:25.700]  我先跟大家來講級別
[01:17:25.700 --> 01:17:27.700]  我先和大家分享級別
[01:17:27.700 --> 01:17:30.700]  其實級別這個事情現在越來越簡單化了
[01:17:30.700 --> 01:17:34.700]  大家要把以前有些東西可能要稍微的放一放
[01:17:34.700 --> 01:17:36.700]  特別是學波段結構學的朋友
[01:17:36.700 --> 01:17:37.700]  學了好多遍
[01:17:37.700 --> 01:17:39.700]  然後完了之後經常在聽的
[01:17:39.700 --> 01:17:41.700]  可能有些東西真的是稍微放一放
[01:17:41.700 --> 01:17:44.700]  因為我們就盡量再簡單再簡單的方式來
[01:17:44.700 --> 01:17:47.700]  級別的這個維度就是周期
[01:17:47.700 --> 01:17:52.700]  我覺得級別這個就是不好寫
[01:17:52.700 --> 01:17:54.700]  級別就是周期
[01:17:54.700 --> 01:17:59.700]  級別就是周期
[01:17:59.700 --> 01:18:02.700]  就是不太好寫
[01:18:02.700 --> 01:18:05.700]  那麼這個周期怎麼理解呢
[01:18:05.700 --> 01:18:07.700]  就直接給大家定住了
[01:18:07.700 --> 01:18:10.700]  中長期你就看月線
[01:18:12.700 --> 01:18:14.700]  老師我這書怎麼書不一樣
[01:18:14.700 --> 01:18:16.700]  對會有一點不一樣
[01:18:16.700 --> 01:18:19.700]  這個是上次打的
[01:18:19.700 --> 01:18:20.700]  這是22年
[01:18:20.700 --> 01:18:21.700]  這個是23年
[01:18:21.700 --> 01:18:23.700]  就細節的不要你拍個照好了
[01:18:23.700 --> 01:18:24.700]  對就有三本不一樣
[01:18:24.700 --> 01:18:26.700]  因為我原來是五個
[01:18:26.700 --> 01:18:27.700]  後面沒想到增加了
[01:18:27.700 --> 01:18:29.700]  然後正好以後我就沒打印刷
[01:18:29.700 --> 01:18:31.700]  就正好還有三本
[01:18:31.700 --> 01:18:37.700]  級別就是周期啊
[01:18:37.700 --> 01:18:39.700]  所以我們就定好了
[01:18:39.700 --> 01:18:41.700]  中長期就看月線
[01:18:41.700 --> 01:18:45.700]  中長期就看月線
[01:18:45.700 --> 01:18:46.700]  這樣就簡單
[01:18:46.700 --> 01:18:47.700]  對吧
[01:18:47.700 --> 01:18:48.700]  也就說白了
[01:18:48.700 --> 01:18:51.700]  月線的走勢決定著什麼
[01:18:51.700 --> 01:18:53.700]  大方向如何
[01:18:53.700 --> 01:18:55.700]  中期你就看周線
[01:18:55.700 --> 01:18:58.700]  主要的啊
[01:18:58.700 --> 01:19:00.700]  中期就看周線
[01:19:00.700 --> 01:19:03.700]  短期就看日線
[01:19:03.700 --> 01:19:05.700]  就短期就是
[01:19:05.700 --> 01:19:07.700]  比如30分鐘級別反彈
[01:19:07.700 --> 01:19:09.700]  或者是什麼15分鐘級別的小短期
[01:19:09.700 --> 01:19:10.700]  就看日線
[01:19:10.700 --> 01:19:12.700]  你就看就是這麼簡單
[01:19:12.700 --> 01:19:14.700]  就這麼清晰的定調
[01:19:14.700 --> 01:19:15.700]  但他們看的方法呢
[01:19:15.700 --> 01:19:16.700]  又都是一樣的
[01:19:16.700 --> 01:19:18.700]  就是像比如說我在看的過程中
[01:19:18.700 --> 01:19:19.700]  我就先看看月線過一遍
[01:19:19.700 --> 01:19:20.700]  月線的板塊指數
[01:19:20.700 --> 01:19:21.700]  你知道為什麼我說
[01:19:21.700 --> 01:19:23.700]  今年大概都是門洞和正道
[01:19:23.700 --> 01:19:25.700]  你大家學完之後
[01:19:25.700 --> 01:19:27.700]  去把行業板塊指數
[01:19:27.700 --> 01:19:29.700]  去月線過一過就知道了
[01:19:29.700 --> 01:19:30.700]  對吧
[01:19:30.700 --> 01:19:31.700]  什麼時候我們說
[01:19:31.700 --> 01:19:33.700]  接下來就是進入單邊上漲了
[01:19:33.700 --> 01:19:36.700]  你看有很多行業板塊指數
[01:19:36.700 --> 01:19:38.700]  由周線的日線
[01:19:38.700 --> 01:19:39.700]  漲為周多
[01:19:39.700 --> 01:19:41.700]  月線的月空
[01:19:41.700 --> 01:19:42.700]  漲為月空月多了
[01:19:42.700 --> 01:19:43.700]  我告訴你
[01:19:43.700 --> 01:19:45.700]  這就是千載難逢的機會來了
[01:19:45.700 --> 01:19:47.700]  大家明白我的意思沒有
[01:19:47.700 --> 01:19:48.700]  就這麼看
[01:19:48.700 --> 01:19:50.700]  千萬不要把它弄得那麼複雜了
[01:19:50.700 --> 01:19:52.700]  我給大家現在的建議就是
[01:19:52.700 --> 01:19:54.700]  所有的問題簡單化
[01:19:54.700 --> 01:19:56.700]  那麼如何看呢
[01:19:56.700 --> 01:19:57.700]  三個就是
[01:19:57.700 --> 01:19:58.700]  叫
[01:19:58.700 --> 01:20:01.700]  如何看的方法是三個維度
[01:20:01.700 --> 01:20:03.700]  一個是K線
[01:20:05.700 --> 01:20:06.700]  一個是K線
[01:20:06.700 --> 01:20:07.700]  你心骨插一下吧
[01:20:07.700 --> 01:20:08.700]  我看了
[01:20:08.700 --> 01:20:10.700]  一個是K線
[01:20:10.700 --> 01:20:12.700]  一個是均線
[01:20:12.700 --> 01:20:13.700]  我們圈子裡面分享過的
[01:20:13.700 --> 01:20:14.700]  一個是均線
[01:20:14.700 --> 01:20:16.700]  就是4 5和10
[01:20:16.700 --> 01:20:18.700]  一個是20
[01:20:18.700 --> 01:20:21.700]  你們要好好的用好這四個點
[01:20:21.700 --> 01:20:22.700]  這三個點
[01:20:22.700 --> 01:20:23.700]  K線50 20
[01:20:23.700 --> 01:20:26.700]  好好用好判斷是足以
[01:20:26.700 --> 01:20:28.700]  不要畫趨勢線
[01:20:28.700 --> 01:20:30.700]  不要畫趨勢線
[01:20:30.700 --> 01:20:31.700]  明白我的意思沒有
[01:20:33.700 --> 01:20:35.700]  趨勢線畫不明白
[01:20:35.700 --> 01:20:38.700]  因為這個
[01:20:38.700 --> 01:20:39.700]  比如
[01:20:39.700 --> 01:20:41.700]  插好就不見了
[01:20:41.700 --> 01:20:47.700]  這個也很長
[01:20:47.700 --> 01:20:49.700]  那就這樣吧
[01:20:49.700 --> 01:20:50.700]  上面寫的什麼
[01:20:50.700 --> 01:20:52.700]  一個是K線
[01:20:52.700 --> 01:20:58.700]  一個是MA5和10
[01:20:58.700 --> 01:21:00.700]  一個是MA20
[01:21:00.700 --> 01:21:02.700]  多的比較用
[01:21:02.700 --> 01:21:04.700]  我覺得我現在基本上
[01:21:04.700 --> 01:21:06.700]  60 120我就多了
[01:21:06.700 --> 01:21:10.700]  大家看到我自己不是平時弄幾乎都能就調成這樣子吧
[01:21:10.700 --> 01:21:12.700]  我只要多了我就演化
[01:21:12.700 --> 01:21:14.700]  我就這些
[01:21:14.700 --> 01:21:15.700]  足以
[01:21:15.700 --> 01:21:16.700]  因為核心在哪
[01:21:16.700 --> 01:21:18.700]  核心在這
[01:21:18.700 --> 01:21:19.700]  明白我意思沒有
[01:21:19.700 --> 01:21:20.700]  核心在這
[01:21:20.700 --> 01:21:24.700]  我們所有買賣的交易的最終都回到今天的K線圖
[01:21:24.700 --> 01:21:25.700]  認同吧
[01:21:25.700 --> 01:21:26.700]  是不是這樣
[01:21:26.700 --> 01:21:28.700]  你這是不是本質本命
[01:21:28.700 --> 01:21:30.700]  核心在這
[01:21:30.700 --> 01:21:32.700]  那我問大家一個問題
[01:21:32.700 --> 01:21:34.700]  他們的變化是由於他
[01:21:34.700 --> 01:21:35.700]  發生變化
[01:21:35.700 --> 01:21:36.700]  還是由於他
[01:21:36.700 --> 01:21:38.700]  所以他發生變化
[01:21:38.700 --> 01:21:40.700]  是不是K線先發生變化
[01:21:40.700 --> 01:21:42.700]  所以我說大家就不要多了
[01:21:42.700 --> 01:21:43.700]  這三根足以
[01:21:43.700 --> 01:21:44.700]  你懂我意思沒有
[01:21:44.700 --> 01:21:46.700]  那麼這個變化代表什麼呢
[01:21:46.700 --> 01:21:48.700]  K線代表著價格
[01:21:48.700 --> 01:21:52.700]  K線代表著價格
[01:21:52.700 --> 01:21:54.700]  均線代表著勢
[01:21:54.700 --> 01:21:56.700]  趨勢
[01:21:58.700 --> 01:22:00.700]  老化是不會錯的
[01:22:00.700 --> 01:22:05.700]  價格永遠沿著阻力最小的方向運行
[01:22:05.700 --> 01:22:10.700]  阻力最小被壓著順勢向下
[01:22:10.700 --> 01:22:15.700]  阻力最小被上撐著順勢向上
[01:22:15.700 --> 01:22:17.700]  不管是向上和向下
[01:22:17.700 --> 01:22:19.700]  一旦形成勢不可擋
[01:22:19.700 --> 01:22:21.700]  是不是這樣
[01:22:21.700 --> 01:22:22.700]  是不是勢不可擋
[01:22:22.700 --> 01:22:24.700]  所以我們要幫助的是什麼
[01:22:24.700 --> 01:22:26.700]  就是價格和勢的關係
[01:22:26.700 --> 01:22:29.700]  價格和勢的關係
[01:22:29.700 --> 01:22:32.700]  那麼如果講短線就不要形態
[01:22:32.700 --> 01:22:33.700]  不要考慮形態
[01:22:33.700 --> 01:22:37.700]  講短線考慮的就是價格和勢的關係
[01:22:37.700 --> 01:22:40.700]  能不能形成順勢向上
[01:22:40.700 --> 01:22:42.700]  順勢而為勢不可擋
[01:22:42.700 --> 01:22:44.700]  明白我意思沒有
[01:22:44.700 --> 01:22:47.700]  但是講結構是要有準備而為之的
[01:22:47.700 --> 01:22:49.700]  講波段是有資金佈局的
[01:22:49.700 --> 01:22:50.700]  所以需要結構
[01:22:50.700 --> 01:22:52.700]  那麼怎麼去看呢
[01:22:52.700 --> 01:22:54.700]  這一套體系
[01:22:54.700 --> 01:22:58.700]  這個點我們重點要大家一定要放在板塊上去
[01:22:58.700 --> 01:23:02.700]  因為根本上我們還要看形態
[01:23:02.700 --> 01:23:04.700]  看看結構
[01:23:04.700 --> 01:23:06.700]  一定要在板塊上一個重點看
[01:23:06.700 --> 01:23:08.700]  一定是辦法重點看
[01:23:08.700 --> 01:23:09.700]  那麼如何去看待就是
[01:23:09.700 --> 01:23:14.700]  K線在MA5和10的上方叫多頭
[01:23:14.700 --> 01:23:16.700]  就是價與勢的短期
[01:23:16.700 --> 01:23:18.700]  這是短期勢
[01:23:18.700 --> 01:23:20.700]  這叫保護的勢
[01:23:20.700 --> 01:23:21.700]  這也不叫有
[01:23:21.700 --> 01:23:22.700]  可以說中期吧
[01:23:22.700 --> 01:23:24.700]  一貫20
[01:23:24.700 --> 01:23:25.700]  為什麼我不用30
[01:23:25.700 --> 01:23:27.700]  就是我剛才那句話
[01:23:27.700 --> 01:23:30.700]  價格永遠沿著阻力最小的方向律形
[01:23:30.700 --> 01:23:32.700]  K線離30是不是遠
[01:23:32.700 --> 01:23:34.700]  對不對
[01:23:34.700 --> 01:23:36.700]  我也不敢20也不敢27
[01:23:36.700 --> 01:23:37.700]  不敢
[01:23:37.700 --> 01:23:38.700]  夠了
[01:23:38.700 --> 01:23:39.700]  市場最調這個就是這個
[01:23:39.700 --> 01:23:40.700]  明白我意思吧
[01:23:40.700 --> 01:23:43.700]  就是永遠沿著阻力最小的方向律形
[01:23:43.700 --> 01:23:46.700]  那為什麼120250不用呢
[01:23:46.700 --> 01:23:48.700]  它太遠了
[01:23:48.700 --> 01:23:49.700]  它太遠了它沒有價值
[01:23:49.700 --> 01:23:53.700]  如果說這個位置價格好它一樣就是破竹而出
[01:23:53.700 --> 01:23:55.700]  根本壓力不是壓力
[01:23:55.700 --> 01:23:57.700]  所以價格是最重要的
[01:23:57.700 --> 01:24:00.700]  然後勢裡面分成5和10和20的關係
[01:24:00.700 --> 01:24:04.700]  5和10在20的上方就叫多頭
[01:24:04.700 --> 01:24:07.700]  5和10在20的下方就叫空頭
[01:24:07.700 --> 01:24:09.700]  就這麼簡單就是簡單的
[01:24:09.700 --> 01:24:11.700]  這個代表學習過輕鬆一點
[01:24:11.700 --> 01:24:13.700]  然後關於K線的價格
[01:24:13.700 --> 01:24:15.700]  K線先帶動
[01:24:15.700 --> 01:24:18.700]  那麼K線裡面有一些變化
[01:24:18.700 --> 01:24:20.700]  K線帶動的部分能問大家一個問題
[01:24:20.700 --> 01:24:24.700]  K線是分為開盤價中間價和收盤價
[01:24:24.700 --> 01:24:28.700]  那麼價格在帶動市的時候
[01:24:28.700 --> 01:24:30.700]  是以開盤帶動
[01:24:30.700 --> 01:24:32.700]  還是中心位帶動
[01:24:32.700 --> 01:24:33.700]  還是收盤價帶動
[01:24:33.700 --> 01:24:38.700]  也代表著這個價格與市的一個強弱
[01:24:38.700 --> 01:24:40.700]  我再K線圖來展開吧
[01:24:40.700 --> 01:24:43.700]  那裡大家看不清楚啊
[01:24:43.700 --> 01:24:46.700]  我們用一個K線圖來展開
[01:24:46.700 --> 01:24:51.700]  我們就看房產服務好了
[01:24:51.700 --> 01:24:53.700]  房產服務我們先看
[01:24:53.700 --> 01:24:55.700]  先看大周期月線
[01:24:55.700 --> 01:24:57.700]  我一定先從大的房產來跟大家講
[01:24:57.700 --> 01:24:59.700]  才能清楚
[01:24:59.700 --> 01:25:02.700]  首先第一點就是我說K線很重要
[01:25:02.700 --> 01:25:05.700]  K線和均線還有20
[01:25:05.700 --> 01:25:08.700]  剛才說到了5和10在20的下方
[01:25:08.700 --> 01:25:10.700]  是個空頭
[01:25:10.700 --> 01:25:11.700]  趨勢的空頭
[01:25:11.700 --> 01:25:14.700]  所有的看趨勢就看這兩個東西
[01:25:14.700 --> 01:25:16.700]  這三個東西現在記住了
[01:25:16.700 --> 01:25:19.700]  5和10在20的下方叫空頭
[01:25:19.700 --> 01:25:23.700]  5和10在20的上方叫多頭
[01:25:23.700 --> 01:25:24.700]  叫多頭
[01:25:24.700 --> 01:25:27.700]  那麼反過來這個空頭
[01:25:27.700 --> 01:25:29.700]  代表著是順勢向下對不對
[01:25:29.700 --> 01:25:32.700]  那麼會有反彈
[01:25:32.700 --> 01:25:34.700]  這個價格大家可以看到
[01:25:34.700 --> 01:25:37.700]  價格它去反彈的過程中沒有辦法
[01:25:37.700 --> 01:25:40.700]  所有的市都是由價格來帶動的
[01:25:40.700 --> 01:25:42.700]  這句話記一下
[01:25:42.700 --> 01:25:47.700]  所有市的扭轉都是由價格帶動的
[01:25:47.700 --> 01:25:53.700]  所有趨勢的扭轉都是由價格帶動的
[01:25:53.700 --> 01:25:56.700]  如果價格帶動不了趨勢的扭轉
[01:25:56.700 --> 01:26:01.700]  那麼趨勢就沒有發生變化
[01:26:01.700 --> 01:26:05.700]  所有的市的
[01:26:05.700 --> 01:26:08.700]  這個包括我們在做個股短線集會的時候
[01:26:08.700 --> 01:26:09.700]  或者是波段集會的時候
[01:26:09.700 --> 01:26:12.700]  也要結合就是買點的確定性
[01:26:12.700 --> 01:26:17.700]  所有市的變化扭轉都是由價格帶動的
[01:26:17.700 --> 01:26:19.700]  全部都是由價格帶動的
[01:26:19.700 --> 01:26:22.700]  所以我們看市是一個方面
[01:26:22.700 --> 01:26:23.700]  一定核心什麼
[01:26:23.700 --> 01:26:29.700]  市和價的它的變化
[01:26:29.700 --> 01:26:31.700]  那我們可以看到這個位置
[01:26:31.700 --> 01:26:33.700]  我們先從這裡開始
[01:26:33.700 --> 01:26:34.700]  這個位置
