[00:00:00.000 --> 00:00:03.000]  大家學就應該學明白
[01:00:37.280 --> 01:00:38.280]  好
[01:00:38.280 --> 01:00:39.280]  好
[01:00:39.280 --> 01:00:40.280]  好
[01:00:40.280 --> 01:00:41.280]  好
[01:00:41.280 --> 01:00:42.280]  好
[01:00:42.280 --> 01:00:43.280]  好
[01:00:43.280 --> 01:00:44.280]  好
[01:00:44.280 --> 01:00:45.280]  好
[01:00:45.280 --> 01:00:46.280]  好
[01:00:46.280 --> 01:00:47.280]  好
[01:00:47.280 --> 01:00:48.280]  好
[01:00:48.280 --> 01:00:49.280]  好
[01:00:49.280 --> 01:00:50.280]  好
[01:00:50.280 --> 01:00:51.280]  好
[01:00:51.280 --> 01:00:52.280]  好
[01:00:52.280 --> 01:00:53.280]  好
[01:00:53.280 --> 01:00:54.280]  好
[01:00:54.280 --> 01:00:55.280]  好
[01:00:55.280 --> 01:00:56.280]  好
[01:00:56.280 --> 01:00:57.280]  好
[01:00:57.280 --> 01:00:58.280]  好
[01:00:58.280 --> 01:00:59.280]  好
[01:00:59.280 --> 01:01:00.280]  好
[01:01:00.280 --> 01:01:01.280]  好
[01:01:01.280 --> 01:01:02.280]  好
[01:01:02.280 --> 01:01:03.280]  好
[01:01:03.280 --> 01:01:04.280]  好
[01:01:04.280 --> 01:01:05.280]  好
[01:01:05.280 --> 01:01:06.280]  好
[01:01:06.280 --> 01:01:07.280]  好
[01:01:07.280 --> 01:01:08.280]  好
[01:01:08.280 --> 01:01:09.280]  好
[01:01:09.280 --> 01:01:10.280]  好
[01:01:10.280 --> 01:01:11.280]  好
[01:01:11.280 --> 01:01:12.280]  好
[01:01:12.280 --> 01:01:13.280]  好
[01:01:13.280 --> 01:01:14.280]  好
[01:01:14.280 --> 01:01:15.280]  好
[01:01:15.280 --> 01:01:16.280]  好
[01:01:16.280 --> 01:01:17.280]  好
[01:01:17.280 --> 01:01:18.280]  好
[01:01:18.280 --> 01:01:19.280]  好
[01:01:19.280 --> 01:01:20.280]  好
[01:01:20.280 --> 01:01:21.280]  好
[01:01:21.280 --> 01:01:22.280]  好
[01:01:22.280 --> 01:01:23.280]  好
[01:01:23.280 --> 01:01:24.280]  好
[01:01:24.280 --> 01:01:25.280]  好
[01:01:25.280 --> 01:01:26.280]  好
[01:01:26.280 --> 01:01:27.280]  好
[01:01:27.280 --> 01:01:28.280]  好
[01:01:28.280 --> 01:01:29.280]  好
[01:01:29.280 --> 01:01:30.280]  好
[01:01:30.280 --> 01:01:31.280]  好
[01:01:31.280 --> 01:01:32.280]  好
[01:01:32.280 --> 01:01:33.280]  好
[01:01:33.280 --> 01:01:34.280]  好
[01:01:34.280 --> 01:01:35.280]  好
[01:01:35.280 --> 01:01:36.280]  好
[01:01:36.280 --> 01:01:37.280]  好
[01:01:37.280 --> 01:01:38.280]  好
[01:01:38.280 --> 01:01:39.280]  好
[01:01:39.280 --> 01:01:40.280]  好
[01:01:40.280 --> 01:01:41.280]  好
[01:01:41.280 --> 01:01:42.280]  好
[01:01:42.280 --> 01:01:43.280]  好
[01:01:43.280 --> 01:01:44.280]  好
[01:01:44.280 --> 01:01:45.280]  好
[01:01:45.280 --> 01:01:46.280]  好
[01:01:46.280 --> 01:01:47.280]  好
[01:01:47.280 --> 01:01:48.280]  好
[01:01:48.280 --> 01:01:49.280]  好
[01:01:49.280 --> 01:01:50.280]  好
[01:01:50.280 --> 01:01:51.280]  好
[01:01:51.280 --> 01:01:52.280]  好
[01:01:52.280 --> 01:01:53.280]  好
[01:01:53.280 --> 01:01:54.280]  好
[01:01:54.280 --> 01:01:55.280]  好
[01:01:55.280 --> 01:01:56.280]  好
[01:01:56.280 --> 01:01:57.280]  好
[01:01:57.280 --> 01:01:58.280]  好
[01:01:58.280 --> 01:01:59.280]  好
[01:01:59.280 --> 01:02:00.280]  好
[01:02:00.280 --> 01:02:01.280]  好
[01:02:01.280 --> 01:02:02.280]  好
[01:02:02.280 --> 01:02:03.280]  好
[01:02:03.280 --> 01:02:04.280]  好
[01:02:04.280 --> 01:02:05.280]  好
[01:02:05.280 --> 01:02:06.280]  好
[01:02:06.280 --> 01:02:07.280]  好
[01:02:07.280 --> 01:02:08.280]  好
[01:02:08.280 --> 01:02:09.280]  好
[01:02:09.280 --> 01:02:10.280]  好
[01:02:10.280 --> 01:02:11.280]  好
[01:02:11.280 --> 01:02:12.280]  好
[01:02:12.280 --> 01:02:13.280]  好
[01:02:13.280 --> 01:02:14.280]  好
[01:02:14.280 --> 01:02:15.280]  好
[01:02:15.280 --> 01:02:16.280]  好
[01:02:16.280 --> 01:02:17.280]  好
[01:02:17.280 --> 01:02:18.280]  好
[01:02:18.280 --> 01:02:19.280]  好
[01:02:19.280 --> 01:02:20.280]  好
[01:02:20.280 --> 01:02:21.280]  好
[01:02:21.280 --> 01:02:22.280]  好
[01:02:22.280 --> 01:02:23.280]  好
[01:02:23.280 --> 01:02:24.280]  好
[01:02:24.280 --> 01:02:25.280]  好
[01:02:25.280 --> 01:02:26.280]  好
[01:02:26.280 --> 01:02:27.280]  好
[01:02:27.280 --> 01:02:28.280]  好
[01:02:28.280 --> 01:02:29.280]  好
[01:02:29.280 --> 01:02:30.280]  好
[01:02:30.280 --> 01:02:31.280]  好
[01:02:31.280 --> 01:02:32.280]  好
[01:02:32.280 --> 01:02:33.280]  好
[01:02:33.280 --> 01:02:34.280]  好
[01:02:34.280 --> 01:02:35.280]  好
[01:02:35.280 --> 01:02:36.280]  好
[01:02:36.280 --> 01:02:37.280]  好
[01:02:37.280 --> 01:02:38.280]  好
[01:02:38.280 --> 01:02:39.280]  好
[01:02:39.280 --> 01:02:40.280]  好
[01:02:40.280 --> 01:02:41.280]  好
[01:02:41.280 --> 01:02:42.280]  好
[01:02:42.280 --> 01:02:43.280]  好
[01:02:43.280 --> 01:02:44.280]  好
[01:02:44.280 --> 01:02:45.280]  好
[01:02:45.280 --> 01:02:46.280]  好
[01:02:46.280 --> 01:02:47.280]  好
[01:02:47.280 --> 01:02:48.280]  好
[01:02:48.280 --> 01:02:49.280]  好
[01:02:49.280 --> 01:02:50.280]  好
[01:02:50.280 --> 01:02:51.280]  好
[01:02:51.280 --> 01:02:52.280]  好
[01:02:52.280 --> 01:02:53.280]  好
[01:02:53.280 --> 01:02:54.280]  好
[01:02:54.280 --> 01:02:55.280]  好
[01:02:55.280 --> 01:02:56.280]  好
[01:02:56.280 --> 01:02:57.280]  好
[01:02:57.280 --> 01:02:58.280]  好
[01:02:58.280 --> 01:02:59.280]  好
[01:02:59.280 --> 01:03:00.280]  好
[01:03:00.280 --> 01:03:01.280]  好
[01:03:01.280 --> 01:03:02.280]  好
[01:03:02.280 --> 01:03:03.280]  好
[01:03:03.280 --> 01:03:04.280]  好
[01:03:04.280 --> 01:03:05.280]  好
[01:03:05.280 --> 01:03:06.280]  好
[01:03:06.280 --> 01:03:07.280]  好
[01:03:07.280 --> 01:03:08.280]  好
[01:03:08.280 --> 01:03:09.280]  好
[01:03:09.280 --> 01:03:10.280]  好
[01:03:10.280 --> 01:03:11.280]  好
[01:03:11.280 --> 01:03:12.280]  好
[01:03:12.280 --> 01:03:13.280]  好
[01:03:13.280 --> 01:03:14.280]  好
[01:03:14.280 --> 01:03:15.280]  好
[01:03:15.280 --> 01:03:16.280]  好
[01:03:16.280 --> 01:03:17.280]  好
[01:03:17.280 --> 01:03:18.280]  好
[01:03:18.280 --> 01:03:19.280]  好
[01:03:19.280 --> 01:03:20.280]  好
[01:03:20.280 --> 01:03:21.280]  好
[01:03:21.280 --> 01:03:22.280]  好
[01:03:22.280 --> 01:03:23.280]  好
[01:03:23.280 --> 01:03:24.280]  好
[01:03:24.280 --> 01:03:25.280]  好
[01:03:25.280 --> 01:03:26.280]  好
[01:03:26.280 --> 01:03:27.280]  好
[01:03:27.280 --> 01:03:28.280]  好
[01:03:28.280 --> 01:03:29.280]  好
[01:03:29.280 --> 01:03:30.280]  好
[01:03:30.280 --> 01:03:31.280]  好
[01:03:31.280 --> 01:03:32.280]  好
[01:03:32.280 --> 01:03:33.280]  好
[01:03:33.280 --> 01:03:34.280]  好
[01:03:34.280 --> 01:03:35.280]  好
[01:03:35.280 --> 01:03:36.280]  好
[01:03:36.280 --> 01:03:37.280]  好
[01:03:37.280 --> 01:03:38.280]  好
[01:03:38.280 --> 01:03:39.280]  好
[01:03:39.280 --> 01:03:40.280]  好
[01:03:40.280 --> 01:03:41.280]  好
[01:03:41.280 --> 01:03:42.280]  好
[01:03:42.280 --> 01:03:43.280]  好
[01:03:43.280 --> 01:03:44.280]  好
[01:03:44.280 --> 01:03:45.280]  好
[01:03:45.280 --> 01:03:46.280]  好
[01:03:46.280 --> 01:03:47.280]  好
[01:03:47.280 --> 01:03:48.280]  好
[01:03:48.280 --> 01:03:49.280]  好
[01:03:49.280 --> 01:03:50.280]  好
[01:03:50.280 --> 01:03:51.280]  好
[01:03:51.280 --> 01:03:52.280]  好
[01:03:52.280 --> 01:03:53.280]  好
[01:03:53.280 --> 01:03:54.280]  好
[01:03:54.280 --> 01:03:55.280]  好
[01:03:55.280 --> 01:03:56.280]  好
[01:03:56.280 --> 01:03:57.280]  好
[01:03:57.280 --> 01:03:58.280]  好
[01:03:58.280 --> 01:03:59.280]  好
[01:03:59.280 --> 01:04:00.280]  好
[01:04:00.280 --> 01:04:01.280]  好
[01:04:01.280 --> 01:04:02.280]  好
[01:04:02.280 --> 01:04:03.280]  好
[01:04:03.280 --> 01:04:04.280]  好
[01:04:04.280 --> 01:04:05.280]  好
[01:04:05.280 --> 01:04:06.280]  好
[01:04:06.280 --> 01:04:07.280]  好
[01:04:07.280 --> 01:04:08.280]  好
[01:04:08.280 --> 01:04:09.280]  好
[01:04:09.280 --> 01:04:10.280]  好
[01:04:10.280 --> 01:04:11.280]  好
[01:04:11.280 --> 01:04:12.280]  好
[01:04:12.280 --> 01:04:13.280]  好
[01:04:13.280 --> 01:04:14.280]  好
[01:04:14.280 --> 01:04:15.280]  好
[01:04:15.280 --> 01:04:16.280]  好
[01:04:16.280 --> 01:04:17.280]  好
[01:04:17.280 --> 01:04:18.280]  好
[01:04:18.280 --> 01:04:19.280]  好
[01:04:19.280 --> 01:04:20.280]  好
[01:04:20.280 --> 01:04:21.280]  好
[01:04:21.280 --> 01:04:22.280]  好
[01:04:22.280 --> 01:04:23.280]  好
[01:04:23.280 --> 01:04:24.280]  好
[01:04:24.280 --> 01:04:25.280]  好
[01:04:25.280 --> 01:04:26.280]  好
[01:04:26.280 --> 01:04:27.280]  好
[01:04:27.280 --> 01:04:28.280]  好
[01:04:28.280 --> 01:04:29.280]  好
[01:04:29.280 --> 01:04:30.280]  好
[01:04:30.280 --> 01:04:31.280]  好
[01:04:31.280 --> 01:04:32.280]  好
[01:04:32.280 --> 01:04:33.280]  好
[01:04:33.280 --> 01:04:34.280]  好
[01:04:34.280 --> 01:04:35.280]  好
[01:04:35.280 --> 01:04:36.280]  好
[01:04:36.280 --> 01:04:37.280]  好
[01:04:37.280 --> 01:04:38.280]  好
[01:04:38.280 --> 01:04:39.280]  好
[01:04:39.280 --> 01:04:40.280]  好
[01:04:40.280 --> 01:04:41.280]  好
[01:04:41.280 --> 01:04:42.280]  好
[01:04:42.280 --> 01:04:43.280]  好
[01:04:43.280 --> 01:04:44.280]  好
[01:04:44.280 --> 01:04:45.280]  好
[01:04:45.280 --> 01:04:46.280]  好
[01:04:46.280 --> 01:04:47.280]  好
[01:04:47.280 --> 01:04:48.280]  好
[01:04:48.280 --> 01:04:49.280]  好
[01:04:49.280 --> 01:04:50.280]  好
[01:04:50.280 --> 01:04:51.280]  好
[01:04:51.280 --> 01:04:52.280]  好
[01:04:52.280 --> 01:04:53.280]  好
[01:04:53.280 --> 01:04:54.280]  好
[01:04:54.280 --> 01:04:55.280]  好
[01:04:55.280 --> 01:04:56.280]  好
[01:04:56.280 --> 01:04:57.280]  好
[01:04:57.280 --> 01:04:58.280]  好
[01:04:58.280 --> 01:04:59.280]  好
[01:04:59.280 --> 01:05:00.280]  好
[01:05:00.280 --> 01:05:01.280]  好
[01:05:01.280 --> 01:05:02.280]  好
[01:05:02.280 --> 01:05:03.280]  好
[01:05:03.280 --> 01:05:04.280]  好
[01:05:04.280 --> 01:05:05.280]  好
[01:05:05.280 --> 01:05:06.280]  好
[01:05:06.280 --> 01:05:07.280]  好
[01:05:07.280 --> 01:05:08.280]  好
[01:05:08.280 --> 01:05:09.280]  好
[01:05:09.280 --> 01:05:10.280]  好
[01:05:10.280 --> 01:05:11.280]  好
[01:05:11.280 --> 01:05:12.280]  好
[01:05:12.280 --> 01:05:13.280]  好
[01:05:13.280 --> 01:05:14.280]  好
[01:05:14.280 --> 01:05:15.280]  好
[01:05:15.280 --> 01:05:16.280]  好
[01:05:16.280 --> 01:05:17.280]  好
[01:05:17.280 --> 01:05:18.280]  好
[01:05:18.280 --> 01:05:19.280]  好
[01:05:19.280 --> 01:05:20.280]  好
[01:05:20.280 --> 01:05:21.280]  好
[01:05:21.280 --> 01:05:22.280]  好
[01:05:22.280 --> 01:05:23.280]  好
[01:05:23.280 --> 01:05:24.280]  好
[01:05:24.280 --> 01:05:25.280]  好
[01:05:25.280 --> 01:05:26.280]  好
[01:05:26.280 --> 01:05:27.280]  好
[01:05:27.280 --> 01:05:28.280]  好
[01:05:28.280 --> 01:05:29.280]  好
[01:05:29.280 --> 01:05:30.280]  好
[01:05:30.280 --> 01:05:31.280]  好
[01:05:31.280 --> 01:05:32.280]  好
[01:05:32.280 --> 01:05:33.280]  好
[01:05:33.280 --> 01:05:34.280]  好
[01:05:34.280 --> 01:05:35.280]  好
[01:05:35.280 --> 01:05:36.280]  好
[01:05:36.280 --> 01:05:37.280]  好
[01:05:37.280 --> 01:05:38.280]  好
[01:05:38.280 --> 01:05:39.280]  好
[01:05:39.280 --> 01:05:40.280]  好
[01:05:40.280 --> 01:05:41.280]  好
[01:05:41.280 --> 01:05:42.280]  好
[01:05:42.280 --> 01:05:43.280]  好
[01:05:43.280 --> 01:05:44.280]  好
[01:05:44.280 --> 01:05:45.280]  好
[01:05:45.280 --> 01:05:46.280]  好
[01:05:46.280 --> 01:05:47.280]  好
[01:05:47.280 --> 01:05:48.280]  好
[01:05:48.280 --> 01:05:49.280]  好
[01:05:49.280 --> 01:05:50.280]  好
[01:05:50.280 --> 01:05:51.280]  好
[01:05:51.280 --> 01:05:52.280]  好
[01:05:52.280 --> 01:05:53.280]  好
[01:05:53.280 --> 01:05:54.280]  好
[01:05:54.280 --> 01:05:55.280]  好
[01:05:55.280 --> 01:05:56.280]  好
[01:05:56.280 --> 01:05:57.280]  好
[01:05:57.280 --> 01:05:58.280]  好
[01:05:58.280 --> 01:05:59.280]  好
[01:05:59.280 --> 01:06:00.280]  好
[01:06:00.280 --> 01:06:01.280]  好
[01:06:01.280 --> 01:06:02.280]  好
[01:06:02.280 --> 01:06:03.280]  好
[01:06:03.280 --> 01:06:04.280]  好
[01:06:04.280 --> 01:06:05.280]  好
[01:06:05.280 --> 01:06:06.280]  好
[01:06:06.280 --> 01:06:07.280]  好
[01:06:07.280 --> 01:06:08.280]  好
[01:06:08.280 --> 01:06:09.280]  好
[01:06:09.280 --> 01:06:10.280]  好
[01:06:10.280 --> 01:06:11.280]  好
[01:06:11.280 --> 01:06:12.280]  好
[01:06:12.280 --> 01:06:13.280]  好
[01:06:13.280 --> 01:06:14.280]  好
[01:06:14.280 --> 01:06:15.280]  好
[01:06:15.280 --> 01:06:16.280]  好
[01:06:16.280 --> 01:06:17.280]  好
[01:06:17.280 --> 01:06:18.280]  好
[01:06:18.280 --> 01:06:19.280]  好
[01:06:19.280 --> 01:06:20.280]  好
[01:06:20.280 --> 01:06:21.280]  好
[01:06:21.280 --> 01:06:22.280]  好
[01:06:22.280 --> 01:06:23.280]  好
[01:06:23.280 --> 01:06:24.280]  好
[01:06:24.280 --> 01:06:25.280]  好
[01:06:25.280 --> 01:06:26.280]  好
[01:06:26.280 --> 01:06:27.280]  好
[01:06:27.280 --> 01:06:28.280]  好
[01:06:28.280 --> 01:06:29.280]  好
[01:06:29.280 --> 01:06:30.280]  好
[01:06:30.280 --> 01:06:31.280]  好
[01:06:31.280 --> 01:06:32.280]  好
[01:06:32.280 --> 01:06:33.280]  好
[01:06:33.280 --> 01:06:34.280]  好
[01:06:34.280 --> 01:06:35.280]  好
[01:06:35.280 --> 01:06:36.280]  好
[01:06:36.280 --> 01:06:37.280]  好
[01:06:37.280 --> 01:06:38.280]  好
[01:06:38.280 --> 01:06:39.280]  好
[01:06:39.280 --> 01:06:40.280]  好
[01:06:40.280 --> 01:06:41.280]  好
[01:06:41.280 --> 01:06:42.280]  好
[01:06:42.280 --> 01:06:43.280]  好
[01:06:43.280 --> 01:06:44.280]  好
[01:06:44.280 --> 01:06:45.280]  好
[01:06:45.280 --> 01:06:46.280]  好
[01:06:46.280 --> 01:06:47.280]  好
[01:06:47.280 --> 01:06:48.280]  好
[01:06:48.280 --> 01:06:49.280]  好
[01:06:49.280 --> 01:06:50.280]  好
[01:06:50.280 --> 01:06:51.280]  好
[01:06:51.280 --> 01:06:52.280]  好
[01:06:52.280 --> 01:06:53.280]  好
[01:06:53.280 --> 01:06:54.280]  好
[01:06:54.280 --> 01:06:55.280]  好
[01:06:55.280 --> 01:06:56.280]  好
[01:06:56.280 --> 01:06:57.280]  好
[01:06:57.280 --> 01:06:58.280]  好
[01:06:58.280 --> 01:06:59.280]  好
[01:06:59.280 --> 01:07:00.280]  好
[01:07:00.280 --> 01:07:01.280]  好
[01:07:01.280 --> 01:07:02.280]  好
[01:07:02.280 --> 01:07:03.280]  好
[01:07:03.280 --> 01:07:04.280]  好
[01:07:04.280 --> 01:07:05.280]  好
[01:07:05.280 --> 01:07:06.280]  好
[01:07:06.280 --> 01:07:07.280]  好
[01:07:07.280 --> 01:07:08.280]  好
[01:07:08.280 --> 01:07:09.280]  好
[01:07:09.280 --> 01:07:10.280]  好
[01:07:10.280 --> 01:07:11.280]  好
[01:07:11.280 --> 01:07:12.280]  好
[01:07:12.280 --> 01:07:13.280]  好
[01:07:13.280 --> 01:07:14.280]  好
[01:07:14.280 --> 01:07:15.280]  好
[01:07:15.280 --> 01:07:16.280]  好
[01:07:16.280 --> 01:07:17.280]  好
[01:07:17.280 --> 01:07:18.280]  好
[01:07:18.280 --> 01:07:19.280]  好
[01:07:19.280 --> 01:07:20.280]  好
[01:07:20.280 --> 01:07:21.280]  好
[01:07:21.280 --> 01:07:22.280]  好
[01:07:22.280 --> 01:07:23.280]  好
[01:07:23.280 --> 01:07:24.280]  好
[01:07:24.280 --> 01:07:25.280]  好
[01:07:25.280 --> 01:07:26.280]  好
[01:07:26.280 --> 01:07:27.280]  好
[01:07:27.280 --> 01:07:28.280]  好
[01:07:28.280 --> 01:07:29.280]  好
[01:07:29.280 --> 01:07:30.280]  好
[01:07:30.280 --> 01:07:31.280]  好
[01:07:31.280 --> 01:07:32.280]  好
[01:07:32.280 --> 01:07:33.280]  好
[01:07:33.280 --> 01:07:34.280]  好
[01:07:34.280 --> 01:07:35.280]  好
[01:07:35.280 --> 01:07:36.280]  好
[01:07:36.280 --> 01:07:37.280]  好
[01:07:37.280 --> 01:07:38.280]  好
[01:07:38.280 --> 01:07:39.280]  好
[01:07:39.280 --> 01:07:40.280]  好
[01:07:40.280 --> 01:07:41.280]  好
[01:07:41.280 --> 01:07:42.280]  好
[01:07:42.280 --> 01:07:43.280]  好
[01:07:43.280 --> 01:07:44.280]  好
[01:07:44.280 --> 01:07:45.280]  好
[01:07:45.280 --> 01:07:46.280]  好
[01:07:46.280 --> 01:07:47.280]  好
[01:07:47.280 --> 01:07:48.280]  好
[01:07:48.280 --> 01:07:49.280]  好
[01:07:49.280 --> 01:07:50.280]  好
[01:07:50.280 --> 01:07:51.280]  好
[01:07:51.280 --> 01:07:52.280]  好
[01:07:52.280 --> 01:07:53.280]  好
[01:07:53.280 --> 01:07:54.280]  好
[01:07:54.280 --> 01:07:55.280]  好
[01:07:55.280 --> 01:07:56.280]  好
[01:07:56.280 --> 01:07:57.280]  好
[01:07:57.280 --> 01:07:58.280]  好
[01:07:58.280 --> 01:07:59.280]  好
[01:07:59.280 --> 01:08:00.280]  好
[01:08:00.280 --> 01:08:01.280]  好
[01:08:01.280 --> 01:08:02.280]  好
[01:08:02.280 --> 01:08:03.280]  好
[01:08:03.280 --> 01:08:04.280]  好
[01:08:04.280 --> 01:08:05.280]  好
[01:08:05.280 --> 01:08:06.280]  好
[01:08:06.280 --> 01:08:07.280]  好
[01:08:07.280 --> 01:08:08.280]  好
[01:08:08.280 --> 01:08:09.280]  好
[01:08:09.280 --> 01:08:10.280]  好
[01:08:10.280 --> 01:08:11.280]  好
[01:08:11.280 --> 01:08:12.280]  好
[01:08:12.280 --> 01:08:13.280]  好
[01:08:13.280 --> 01:08:14.280]  好
[01:08:14.280 --> 01:08:15.280]  好
[01:08:15.280 --> 01:08:16.280]  好
[01:08:16.280 --> 01:08:17.280]  好
[01:08:17.280 --> 01:08:18.280]  好
[01:08:18.280 --> 01:08:19.280]  好
[01:08:19.280 --> 01:08:20.280]  好
[01:08:20.280 --> 01:08:21.280]  好
[01:08:21.280 --> 01:08:22.280]  好
[01:08:22.280 --> 01:08:23.280]  好
[01:08:23.280 --> 01:08:24.280]  好
[01:08:24.280 --> 01:08:25.280]  好
[01:08:25.280 --> 01:08:26.280]  好
[01:08:26.280 --> 01:08:27.280]  好
[01:08:27.280 --> 01:08:28.280]  好
[01:08:28.280 --> 01:08:29.280]  好
[01:08:29.280 --> 01:08:30.280]  好
[01:08:30.280 --> 01:08:31.280]  好
[01:08:31.280 --> 01:08:32.280]  好
[01:08:32.280 --> 01:08:33.280]  好
[01:08:33.280 --> 01:08:34.280]  好
[01:08:34.280 --> 01:08:35.280]  好
[01:08:35.280 --> 01:08:36.280]  好
[01:08:36.280 --> 01:08:37.280]  好
[01:08:37.280 --> 01:08:38.280]  好
[01:08:38.280 --> 01:08:39.280]  好
[01:08:39.280 --> 01:08:40.280]  好
[01:08:40.280 --> 01:08:41.280]  好
[01:08:41.280 --> 01:08:42.280]  好
[01:08:42.280 --> 01:08:43.280]  好
[01:08:43.280 --> 01:08:44.280]  好
[01:08:44.280 --> 01:08:45.280]  好
[01:08:45.280 --> 01:08:46.280]  好
[01:08:46.280 --> 01:08:47.280]  好
[01:08:47.280 --> 01:08:48.280]  好
[01:08:48.280 --> 01:08:49.280]  好
[01:08:49.280 --> 01:08:50.280]  好
[01:08:50.280 --> 01:08:51.280]  好
[01:08:51.280 --> 01:08:52.280]  好
[01:08:52.280 --> 01:08:53.280]  好
[01:08:53.280 --> 01:08:54.280]  好
[01:08:54.280 --> 01:08:55.280]  好
[01:08:55.280 --> 01:08:56.280]  好
[01:08:56.280 --> 01:08:57.280]  好
[01:08:57.280 --> 01:08:58.280]  好
[01:08:58.280 --> 01:08:59.280]  好
[01:08:59.280 --> 01:09:00.280]  好
[01:09:00.280 --> 01:09:01.280]  好
[01:09:01.280 --> 01:09:02.280]  好
[01:09:02.280 --> 01:09:03.280]  好
[01:09:03.280 --> 01:09:04.280]  好
[01:09:04.280 --> 01:09:05.280]  好
[01:09:05.280 --> 01:09:06.280]  好
[01:09:06.280 --> 01:09:07.280]  好
[01:09:07.280 --> 01:09:08.280]  好
[01:09:08.280 --> 01:09:09.280]  好
[01:09:09.280 --> 01:09:10.280]  好
[01:09:10.280 --> 01:09:11.280]  好
[01:09:11.280 --> 01:09:12.280]  好
[01:09:12.280 --> 01:09:13.280]  好
[01:09:13.280 --> 01:09:14.280]  好
[01:09:14.280 --> 01:09:15.280]  好
[01:09:15.280 --> 01:09:16.280]  好
[01:09:16.280 --> 01:09:17.280]  好
[01:09:17.280 --> 01:09:18.280]  好
[01:09:18.280 --> 01:09:19.280]  好
[01:09:19.280 --> 01:09:20.280]  好
[01:09:20.280 --> 01:09:21.280]  好
[01:09:21.280 --> 01:09:22.280]  好
[01:09:22.280 --> 01:09:23.280]  好
[01:09:23.280 --> 01:09:24.280]  好
[01:09:24.280 --> 01:09:25.280]  好
[01:09:25.280 --> 01:09:26.280]  好
[01:09:26.280 --> 01:09:27.280]  好
[01:09:27.280 --> 01:09:28.280]  好
[01:09:28.280 --> 01:09:29.280]  好
[01:09:29.280 --> 01:09:30.280]  好
[01:09:30.280 --> 01:09:31.280]  好
[01:09:31.280 --> 01:09:32.280]  好
[01:09:32.280 --> 01:09:33.280]  好
[01:09:33.280 --> 01:09:34.280]  好
[01:09:34.280 --> 01:09:35.280]  好
[01:09:35.280 --> 01:09:36.280]  好
[01:09:36.280 --> 01:09:37.280]  好
[01:09:37.280 --> 01:09:38.280]  好
[01:09:38.280 --> 01:09:39.280]  好
[01:09:39.280 --> 01:09:40.280]  好
[01:09:40.280 --> 01:09:41.280]  好
[01:09:41.280 --> 01:09:42.280]  好
[01:09:42.280 --> 01:09:43.280]  好
[01:09:43.280 --> 01:09:44.280]  好
[01:09:44.280 --> 01:09:45.280]  好
[01:09:45.280 --> 01:09:46.280]  好
[01:09:46.280 --> 01:09:47.280]  好
[01:09:47.280 --> 01:09:48.280]  好
[01:09:48.280 --> 01:09:49.280]  好
[01:09:49.280 --> 01:09:50.280]  好
[01:09:50.280 --> 01:09:51.280]  好
[01:09:51.280 --> 01:09:52.280]  好
[01:09:52.280 --> 01:09:53.280]  好
[01:09:53.280 --> 01:09:54.280]  好
[01:09:54.280 --> 01:09:55.280]  好
[01:09:55.280 --> 01:09:56.280]  好
[01:09:56.280 --> 01:09:57.280]  好
[01:09:57.280 --> 01:09:58.280]  好
[01:09:58.280 --> 01:09:59.280]  好
[01:09:59.280 --> 01:10:00.280]  好
[01:10:00.280 --> 01:10:01.280]  好
[01:10:01.280 --> 01:10:02.280]  好
[01:10:02.280 --> 01:10:03.280]  好
[01:10:03.280 --> 01:10:04.280]  好
[01:10:04.280 --> 01:10:05.280]  好
[01:10:05.280 --> 01:10:06.280]  好
[01:10:06.280 --> 01:10:07.280]  好
[01:10:07.280 --> 01:10:08.280]  好
[01:10:08.280 --> 01:10:09.280]  好
[01:10:09.280 --> 01:10:10.280]  好
[01:10:10.280 --> 01:10:11.280]  好
[01:10:11.280 --> 01:10:12.280]  好
[01:10:12.280 --> 01:10:13.280]  好
[01:10:13.280 --> 01:10:14.280]  好
[01:10:14.280 --> 01:10:15.280]  好
[01:10:15.280 --> 01:10:16.280]  好
[01:10:16.280 --> 01:10:17.280]  好
[01:10:17.280 --> 01:10:18.280]  好
[01:10:18.280 --> 01:10:19.280]  好
[01:10:19.280 --> 01:10:20.280]  好
[01:10:20.280 --> 01:10:21.280]  好
[01:10:21.280 --> 01:10:22.280]  好
[01:10:22.280 --> 01:10:23.280]  好
[01:10:23.280 --> 01:10:24.280]  好
[01:10:24.280 --> 01:10:25.280]  好
[01:10:25.280 --> 01:10:26.280]  好
[01:10:26.280 --> 01:10:27.280]  好
[01:10:27.280 --> 01:10:28.280]  好
[01:10:28.280 --> 01:10:29.280]  好
[01:10:29.280 --> 01:10:30.280]  好
[01:10:30.280 --> 01:10:31.280]  好
[01:10:31.280 --> 01:10:32.280]  好
[01:10:32.280 --> 01:10:33.280]  好
[01:10:33.280 --> 01:10:34.280]  好
[01:10:34.280 --> 01:10:35.280]  好
[01:10:35.280 --> 01:10:36.280]  好
[01:10:36.280 --> 01:10:37.280]  好
[01:10:37.280 --> 01:10:38.280]  好
[01:10:38.280 --> 01:10:39.280]  好
[01:10:39.280 --> 01:10:40.280]  好
[01:10:40.280 --> 01:10:41.280]  好
[01:10:41.280 --> 01:10:42.280]  好
[01:10:42.280 --> 01:10:43.280]  好
[01:10:43.280 --> 01:10:44.280]  好
