[00:00:00.000 --> 00:00:02.800]  你告诉我哪来的
[01:06:26.200 --> 01:06:28.200]  这里的反光
[01:06:28.200 --> 01:06:30.200]  这里的反光
[01:06:30.200 --> 01:06:32.200]  这里的反光
[01:06:32.200 --> 01:06:34.200]  这里的反光
[01:06:34.200 --> 01:06:36.200]  这里的反光
[01:06:36.200 --> 01:06:38.200]  这里的反光
[01:06:38.200 --> 01:06:40.200]  这里的反光
[01:06:40.200 --> 01:06:42.200]  这里的反光
[01:06:42.200 --> 01:06:44.200]  这里的反光
[01:06:44.200 --> 01:06:46.200]  这里的反光
[01:06:46.200 --> 01:06:48.200]  这里的反光
[01:06:48.200 --> 01:06:50.200]  这里的反光
[01:06:50.200 --> 01:06:52.200]  这里的反光
[01:06:52.200 --> 01:06:54.200]  这里的反光
[01:06:54.200 --> 01:06:56.200]  这里的反光
[01:06:56.200 --> 01:06:58.200]  这里的反光
[01:06:58.200 --> 01:07:00.200]  这里的反光
[01:07:00.200 --> 01:07:02.200]  这里的反光
[01:07:02.200 --> 01:07:04.200]  这里的反光
[01:07:04.200 --> 01:07:06.200]  这里的反光
[01:07:06.200 --> 01:07:08.200]  这里的反光
[01:07:08.200 --> 01:07:10.200]  这里的反光
[01:07:10.200 --> 01:07:12.200]  这里的反光
[01:07:12.200 --> 01:07:14.200]  这里的反光
[01:07:14.200 --> 01:07:16.200]  这里的反光
[01:07:16.200 --> 01:07:18.200]  这里的反光
[01:07:18.200 --> 01:07:20.200]  这里的反光
[01:07:20.200 --> 01:07:22.200]  这里的反光
[01:07:22.200 --> 01:07:24.200]  这里的反光
[01:07:24.200 --> 01:07:26.200]  这里的反光
[01:07:26.200 --> 01:07:28.200]  这里的反光
[01:07:28.200 --> 01:07:30.200]  这里的反光
[01:07:30.200 --> 01:07:32.200]  这里的反光
[01:07:32.200 --> 01:07:34.200]  这里的反光
[01:07:34.200 --> 01:07:36.200]  这里的反光
[01:07:36.200 --> 01:07:38.200]  这里的反光
[01:07:38.200 --> 01:07:40.200]  这里的反光
[01:07:40.200 --> 01:07:42.200]  这里的反光
[01:07:42.200 --> 01:07:44.200]  这里的反光
[01:07:44.200 --> 01:07:46.200]  这里的反光
[01:07:46.200 --> 01:07:48.200]  这里的反光
[01:07:48.200 --> 01:07:50.200]  这里的反光
[01:07:50.200 --> 01:07:52.200]  这里的反光
[01:07:52.200 --> 01:07:54.200]  这里的反光
[01:07:54.200 --> 01:07:56.200]  这里的反光
[01:07:56.200 --> 01:07:58.200]  这里的反光
[01:07:58.200 --> 01:08:00.200]  这里的反光
[01:08:00.200 --> 01:08:02.200]  这里的反光
[01:08:02.200 --> 01:08:04.200]  这里的反光
[01:08:04.200 --> 01:08:06.200]  这里的反光
[01:08:06.200 --> 01:08:08.200]  这里的反光
[01:08:08.200 --> 01:08:10.200]  这里的反光
[01:08:10.200 --> 01:08:12.200]  这里的反光
[01:08:12.200 --> 01:08:14.200]  这里的反光
[01:08:14.200 --> 01:08:16.200]  这里的反光
[01:08:16.200 --> 01:08:18.200]  这里的反光
[01:08:18.200 --> 01:08:20.200]  这里的反光
[01:08:20.200 --> 01:08:22.200]  这里的反光
[01:08:22.200 --> 01:08:24.200]  这里的反光
[01:08:24.200 --> 01:08:26.200]  这里的反光
[01:08:26.200 --> 01:08:28.200]  这里的反光
[01:08:28.200 --> 01:08:30.200]  这里的反光
[01:08:30.200 --> 01:08:32.200]  这里的反光
[01:08:32.200 --> 01:08:34.200]  这里的反光
[01:08:34.200 --> 01:08:36.200]  这里的反光
[01:08:36.200 --> 01:08:38.200]  这里的反光
[01:08:38.200 --> 01:08:40.200]  这里的反光
[01:08:40.200 --> 01:08:42.200]  这里的反光
[01:08:42.200 --> 01:08:44.200]  这里的反光
[01:08:44.200 --> 01:08:46.200]  我们稍微休息一下
[01:08:48.200 --> 01:08:50.200]  来一下
[01:08:52.200 --> 01:08:54.200]  (音乐)
[01:08:56.200 --> 01:09:00.200]  我得到彩虹
[01:09:00.200 --> 01:09:03.200]  给我一堆音乐
[01:09:03.200 --> 01:09:06.200]  你的笑容
[01:09:06.200 --> 01:09:09.200]  时间可以带走
[01:09:09.200 --> 01:09:13.200]  所有的伤痛
[01:09:13.200 --> 01:09:15.200]  请你做一个
[01:09:15.200 --> 01:09:19.200]  生活的主动
[01:09:19.200 --> 01:09:22.200]  给我一个善悍
[01:09:22.200 --> 01:09:25.200]  得到心动
[01:09:25.200 --> 01:09:28.200]  给我一种情感
[01:09:28.200 --> 01:09:31.200]  我真的得到心动
[01:09:31.200 --> 01:09:34.200]  感觉没这么
[01:09:34.200 --> 01:09:38.200]  容易接受
[01:09:38.200 --> 01:09:41.200]  所有的伤痛
[01:09:41.200 --> 01:09:44.200]  我只能让你懂
[01:09:44.200 --> 01:09:48.200]  你懂我被伤害
[01:09:48.200 --> 01:09:50.200]  却心酸
[01:09:50.200 --> 01:09:53.200]  在你自己的肩膀
[01:09:53.200 --> 01:09:56.200]  每年清单花开
[01:09:56.200 --> 01:09:59.200]  每个人都爱挣脱
[01:09:59.200 --> 01:10:02.200]  只是有人来拥有
[01:10:02.200 --> 01:10:05.200]  我身后的无法
[01:10:05.200 --> 01:10:09.200]  放弃我爱
[01:10:09.200 --> 01:10:12.200]  你为我多为难
[01:10:12.200 --> 01:10:15.200]  就是在我同情人
[01:10:15.200 --> 01:10:18.200]  在你自己的肩膀
[01:10:18.200 --> 01:10:23.200]  每年清单花开
[01:10:23.200 --> 01:10:26.200]  每个人都爱挣脱
[01:10:26.200 --> 01:10:29.200]  只是有人来拥有
[01:10:29.200 --> 01:10:33.200]  我身后的无法
[01:10:33.200 --> 01:10:38.200]  放弃我爱
[01:10:38.200 --> 01:10:43.200]  你为我多为难
[01:10:43.200 --> 01:10:48.200]  就是在我同情人
[01:10:48.200 --> 01:10:53.200]  在你自己的肩膀
[01:10:53.200 --> 01:10:58.200]  每个人都爱挣脱
[01:10:58.200 --> 01:11:03.200]  只是有人来拥有
[01:11:03.200 --> 01:11:08.200]  我身后的无法
[01:11:08.200 --> 01:11:12.200]  放弃我爱
[01:11:12.200 --> 01:11:16.200]  你为我多为难
[01:11:16.200 --> 01:11:20.200]  这一则的信用语到底
[01:11:20.200 --> 01:11:24.200]  多想记得也是感激你
[01:11:24.200 --> 01:11:28.200]  不顾劝说坚定选择和我在一起
[01:11:28.200 --> 01:11:31.200]  放弃我思念被流淌
[01:11:31.200 --> 01:11:33.200]  无情不平
[01:11:33.200 --> 01:11:36.200]  在我内革命中沉迷
[01:11:36.200 --> 01:11:40.200]  你也曾迷惑在我自己
[01:11:40.200 --> 01:11:43.200]  可是当爱中的心里
[01:11:43.200 --> 01:11:45.200]  有些游戏
[01:11:45.200 --> 01:11:47.200]  也会缺乏那岁月
[01:11:47.200 --> 01:11:52.200]  我被拥有的意义
[01:11:52.200 --> 01:11:55.200]  我是你我最初是你
[01:11:55.200 --> 01:11:58.200]  后来是你最终也是你
[01:11:58.200 --> 01:12:02.200]  我不爱你谁爱你
[01:12:02.200 --> 01:12:04.200]  不能让你的情风
[01:12:04.200 --> 01:12:06.200]  把我对故人笑话
[01:12:06.200 --> 01:12:10.200]  是一场游戏
[01:12:10.200 --> 01:12:12.200]  我希望反正是你
[01:12:12.200 --> 01:12:13.200]  也不是你
[01:12:13.200 --> 01:12:15.200]  被笑或是美
[01:12:15.200 --> 01:12:19.200]  我不问你谁爱你
[01:12:19.200 --> 01:12:21.200]  开始与我散场游行
[01:12:21.200 --> 01:12:22.200]  遇见的你
[01:12:22.200 --> 01:12:26.200]  你是我此生最后
[01:12:26.200 --> 01:12:44.200]  在一起
[01:12:44.200 --> 01:12:52.200]  多想记得也是感激你
[01:12:52.200 --> 01:12:57.200]  我不劝说坚定选择和我在一起
[01:12:57.200 --> 01:13:01.200]  放弃我思念被流淌
[01:13:01.200 --> 01:13:05.200]  在我内革命中沉迷
[01:13:05.200 --> 01:13:09.200]  你也曾迷惑在我自己
[01:13:09.200 --> 01:13:12.200]  可是当爱中的心里
[01:13:12.200 --> 01:13:14.200]  有些游戏
[01:13:14.200 --> 01:13:16.200]  也会缺乏那岁月
[01:13:16.200 --> 01:13:21.200]  我被流淌
[01:13:21.200 --> 01:13:23.200]  我是你我最初是你
[01:13:23.200 --> 01:13:26.200]  后来是你最终也是你
[01:13:26.200 --> 01:13:30.200]  我不爱你谁爱你
[01:13:30.200 --> 01:13:32.200]  不能让你的情风
[01:13:32.200 --> 01:13:34.200]  把我对故人笑话
[01:13:34.200 --> 01:13:36.200]  是一场游戏
